gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
147183,12840,2019-12-31,2020-03-31,2020-07-31,-2.310,1.965,-4.918,-25.968,-25.968,-47.353,-47.353,118.102,-14.157,,-11.753,-20.826,-26.305,-20.826,-11.758,-10.758,-0.115,-0.184,-0.258,,-0.184,-0.092,-0.184,-0.273,-0.192,-0.107,0.754,0.239,0.312,0.241,0.094,0.072,0.079,0.000,0.036,0.174,-1.636,0.234,0.438,0.232,-0.423,-0.170,-0.143,,1.539,0.317,0.575,0.319,1.364,-3.771,-10.679,0.180,1.364,1.364,812.457,,0.005,0.412,4.925,0.009,0.012,0.056,0.000,0.000,0.000,-0.018,1.011,-0.464,,LODE,20575030
147183,12840,2019-12-31,2020-06-30,2020-08-31,-3.869,0.999,-5.708,-87.692,-87.692,380.000,380.000,189.030,-35.477,607.493,5.749,-19.349,-24.385,-19.349,5.744,11.764,-0.102,0.072,-0.215,,0.072,0.072,0.072,-0.275,-0.179,-0.095,0.861,0.130,0.243,0.131,0.123,0.066,0.122,0.000,0.008,0.145,-1.529,0.467,0.483,0.162,-0.410,-0.113,-0.143,,1.397,0.151,0.480,0.248,0.933,3.966,-12.579,0.252,1.446,1.446,122.393,,0.005,1.729,4.117,0.008,0.010,0.047,0.000,0.000,0.000,0.056,1.348,24.107,,LODE,20575030
147183,12840,2019-12-31,2020-06-30,2020-09-30,-3.665,0.999,-5.708,-83.077,-83.077,360.000,360.000,179.081,-33.610,607.493,5.749,-19.349,-24.385,-19.349,5.744,11.764,-0.102,0.072,-0.215,,0.072,0.072,0.072,-0.275,-0.179,-0.095,0.861,0.130,0.243,0.131,0.123,0.066,0.122,0.000,0.008,0.145,-1.529,0.467,0.483,0.162,-0.410,-0.113,-0.143,,1.397,0.151,0.480,0.248,0.933,3.966,-12.579,0.252,1.446,1.446,122.393,,0.005,1.729,4.117,0.008,0.010,0.047,0.000,0.000,0.000,0.056,1.277,22.838,,LODE,20575030
147183,12840,2019-12-31,2020-06-30,2020-10-31,-3.460,0.999,-5.708,-73.615,-73.615,319.000,319.000,169.026,-31.723,607.493,5.749,-19.349,-24.385,-19.349,5.744,11.764,-0.102,0.072,-0.215,,0.072,0.072,0.072,-0.275,-0.179,-0.095,0.861,0.130,0.243,0.131,0.123,0.066,0.122,0.000,0.008,0.145,-1.529,0.467,0.483,0.162,-0.410,-0.113,-0.143,,1.397,0.151,0.480,0.248,0.933,3.966,-12.579,0.252,1.446,1.446,122.393,,0.005,1.729,4.117,0.008,0.010,0.047,0.000,0.000,0.000,0.056,1.206,20.237,,LODE,20575030
147183,12840,2019-12-31,2020-09-30,2020-11-30,-4.259,0.946,-6.654,17.759,17.759,16.613,16.613,180.991,-14.574,25.465,92.163,-20.852,-27.781,-20.852,92.158,100.112,-0.103,0.885,-0.208,,0.885,0.778,0.885,-0.307,-0.202,-0.095,0.942,0.050,0.182,0.051,0.252,0.069,0.308,0.000,0.096,0.122,-1.279,0.724,0.493,0.092,-0.530,-0.315,-0.143,,1.120,0.053,0.365,0.186,0.580,50.763,-15.000,0.626,2.165,2.165,2897.53,,0.005,0.123,4.525,0.007,0.007,0.022,0.000,0.000,0.000,0.496,1.008,,,LODE,20575030
147183,12840,2019-12-31,2020-09-30,2020-12-31,-4.301,0.946,-6.654,17.931,17.931,16.774,16.774,182.748,-14.716,25.465,92.163,-20.852,-27.781,-20.852,92.158,100.112,-0.103,0.885,-0.208,,0.885,0.778,0.885,-0.307,-0.202,-0.095,0.942,0.050,0.182,0.051,0.252,0.069,0.308,0.000,0.096,0.122,-1.279,0.724,0.493,0.092,-0.530,-0.315,-0.143,,1.120,0.053,0.365,0.186,0.580,50.763,-15.000,0.626,2.165,2.165,2897.53,,0.005,0.123,4.525,0.007,0.007,0.022,0.000,0.000,0.000,0.496,1.018,,,LODE,20575030
147183,12840,2019-12-31,2020-09-30,2021-01-31,-5.624,0.946,-6.654,23.448,23.448,21.935,21.935,238.978,-19.244,25.465,92.163,-20.852,-27.781,-20.852,92.158,100.112,-0.103,0.885,-0.208,,0.885,0.778,0.885,-0.307,-0.202,-0.095,0.942,0.050,0.182,0.051,0.252,0.069,0.308,0.000,0.096,0.122,-1.279,0.724,0.493,0.092,-0.530,-0.315,-0.143,,1.120,0.053,0.365,0.186,0.580,50.763,-15.000,0.626,2.165,2.165,2897.53,,0.005,0.123,4.525,0.007,0.007,0.022,0.000,0.000,0.000,0.496,1.331,,,LODE,20575030
147183,12840,2020-12-31,2020-12-31,2021-02-28,-42.550,0.874,-9.441,11.761,12.022,11.041,11.041,922.405,-49.489,0.000,73.921,-20.970,-27.099,-20.970,73.921,81.238,-0.102,0.543,-0.171,0.000,0.543,0.537,0.543,-0.203,-0.173,-0.098,0.998,0.002,0.113,0.002,0.163,0.093,0.565,0.000,0.353,0.084,-0.853,0.986,0.425,0.004,-0.878,-0.780,-0.332,,0.743,0.002,0.263,0.110,0.357,36.384,-12.972,1.329,4.317,4.317,6587.80,,0.005,0.055,7.175,0.006,0.006,0.013,0.000,0.000,0.000,0.452,5.863,,,LODE,20575030
147183,12840,2020-12-31,2020-12-31,2021-03-31,-44.405,0.874,-9.441,9.957,10.178,9.347,9.347,962.616,-51.646,0.000,73.921,-20.970,-27.099,-20.970,73.921,81.238,-0.102,0.543,-0.171,0.000,0.543,0.537,0.543,-0.203,-0.173,-0.098,0.998,0.002,0.113,0.002,0.163,0.093,0.565,0.000,0.353,0.084,-0.853,0.986,0.425,0.004,-0.878,-0.780,-0.332,,0.743,0.002,0.263,0.110,0.357,36.384,-12.972,1.329,4.317,4.317,6587.80,,0.005,0.055,7.175,0.006,0.006,0.013,0.000,0.000,0.000,0.452,6.119,,,LODE,20575030
147183,12840,2020-12-31,2020-12-31,2021-04-30,-38.103,0.874,-9.441,8.543,8.733,8.020,8.020,826.000,-44.317,0.000,73.921,-20.970,-27.099,-20.970,73.921,81.238,-0.102,0.543,-0.171,0.000,0.543,0.537,0.543,-0.203,-0.173,-0.098,0.998,0.002,0.113,0.002,0.163,0.093,0.565,0.000,0.353,0.084,-0.853,0.986,0.425,0.004,-0.878,-0.780,-0.332,,0.743,0.002,0.263,0.110,0.357,36.384,-12.972,1.329,4.317,4.317,6587.80,,0.005,0.055,7.175,0.006,0.006,0.013,0.000,0.000,0.000,0.452,5.250,,,LODE,20575030
147183,12840,2020-12-31,2021-03-31,2021-05-31,-31.631,0.327,-28.562,55.072,55.072,54.286,54.286,794.743,-27.811,0.000,115.187,-13.330,-18.990,-13.330,115.187,127.074,-0.062,0.803,-0.114,0.000,0.803,0.812,0.803,-0.153,-0.117,-0.053,0.995,0.003,0.087,0.003,4.467,0.150,0.707,0.000,0.248,0.067,-1.271,0.966,0.472,0.010,-0.483,-1.035,-0.332,,0.803,0.003,0.231,0.093,0.301,46.228,-7.456,1.498,4.511,4.511,11192.4,,0.004,0.032,4.926,0.005,0.005,0.010,0.000,0.000,0.000,0.596,2.535,,,LODE,20575030
147183,12840,2020-12-31,2021-03-31,2021-06-30,-30.216,0.327,-28.562,52.609,52.609,51.857,51.857,759.189,-26.567,0.000,115.187,-13.330,-18.990,-13.330,115.187,127.074,-0.062,0.803,-0.114,0.000,0.803,0.812,0.803,-0.153,-0.117,-0.053,0.995,0.003,0.087,0.003,4.467,0.150,0.707,0.000,0.248,0.067,-1.271,0.966,0.472,0.010,-0.483,-1.035,-0.332,,0.803,0.003,0.231,0.093,0.301,46.228,-7.456,1.498,4.511,4.511,11192.4,,0.004,0.032,4.926,0.005,0.005,0.010,0.000,0.000,0.000,0.596,2.422,,,LODE,20575030
147183,12840,2020-12-31,2021-03-31,2021-07-31,-26.720,0.327,-28.562,46.522,46.522,45.857,45.857,671.349,-23.493,0.000,115.187,-13.330,-18.990,-13.330,115.187,127.074,-0.062,0.803,-0.114,0.000,0.803,0.812,0.803,-0.153,-0.117,-0.053,0.995,0.003,0.087,0.003,4.467,0.150,0.707,0.000,0.248,0.067,-1.271,0.966,0.472,0.010,-0.483,-1.035,-0.332,,0.803,0.003,0.231,0.093,0.301,46.228,-7.456,1.498,4.511,4.511,11192.4,,0.004,0.032,4.926,0.005,0.005,0.010,0.000,0.000,0.000,0.596,2.141,,,LODE,20575030
147183,12840,2020-12-31,2021-06-30,2021-08-31,-37.120,0.417,-34.651,61.633,61.633,62.917,62.917,616.428,-19.106,0.000,75.894,-15.442,-20.933,-15.442,75.894,82.159,-0.062,0.400,-0.101,0.000,0.400,0.409,0.400,-0.126,-0.109,-0.054,0.999,0.001,0.042,0.001,6.227,0.199,0.993,0.000,0.310,0.036,-0.664,0.968,0.373,0.007,-0.909,-1.899,-0.332,,0.622,0.001,0.159,0.048,0.188,38.144,-10.245,2.659,8.576,8.576,16436.9,,0.003,0.022,8.241,0.004,0.004,0.008,0.000,0.000,0.000,0.397,1.825,0.142,,LODE,20575030
147183,12840,2020-12-31,2021-06-30,2021-09-30,-35.910,0.417,-34.651,54.490,54.490,55.625,55.625,596.334,-18.483,0.000,75.894,-15.442,-20.933,-15.442,75.894,82.159,-0.062,0.400,-0.101,0.000,0.400,0.409,0.400,-0.126,-0.109,-0.054,0.999,0.001,0.042,0.001,6.227,0.199,0.993,0.000,0.310,0.036,-0.664,0.968,0.373,0.007,-0.909,-1.899,-0.332,,0.622,0.001,0.159,0.048,0.188,38.144,-10.245,2.659,8.576,8.576,16436.9,,0.003,0.022,8.241,0.004,0.004,0.008,0.000,0.000,0.000,0.397,1.765,0.125,,LODE,20575030
147183,12840,2020-12-31,2021-06-30,2021-10-31,-29.992,0.417,-34.651,45.510,45.510,46.458,46.458,498.062,-15.437,0.000,75.894,-15.442,-20.933,-15.442,75.894,82.159,-0.062,0.400,-0.101,0.000,0.400,0.409,0.400,-0.126,-0.109,-0.054,0.999,0.001,0.042,0.001,6.227,0.199,0.993,0.000,0.310,0.036,-0.664,0.968,0.373,0.007,-0.909,-1.899,-0.332,,0.622,0.001,0.159,0.048,0.188,38.144,-10.245,2.659,8.576,8.576,16436.9,,0.003,0.022,8.241,0.004,0.004,0.008,0.000,0.000,0.000,0.397,1.475,0.105,,LODE,20575030
147183,12840,2020-12-31,2021-09-30,2021-11-30,-33.904,0.569,-36.918,-58.276,-58.276,-60.357,-60.357,211.402,-17.395,0.000,-21.146,-7.462,-8.795,-7.462,-21.146,-19.490,-0.065,-0.220,-0.088,0.000,-0.220,-0.214,-0.220,-0.109,-0.101,-0.052,0.999,0.001,0.014,0.001,5.443,0.280,0.890,0.000,0.334,0.013,-0.242,0.949,0.346,0.006,-1.307,-2.129,-0.332,,0.569,0.001,0.116,0.022,0.131,-40.811,-17.390,2.572,10.967,10.967,7573.01,,0.007,0.048,7.842,0.008,0.008,0.018,0.000,0.000,0.000,-0.068,1.128,,,LODE,20575030
147183,12840,2020-12-31,2021-09-30,2021-12-31,-25.880,0.569,-36.918,-44.483,-44.483,-46.071,-46.071,161.366,-13.278,0.000,-21.146,-7.462,-8.795,-7.462,-21.146,-19.490,-0.065,-0.220,-0.088,0.000,-0.220,-0.214,-0.220,-0.109,-0.101,-0.052,0.999,0.001,0.014,0.001,5.443,0.280,0.890,0.000,0.334,0.013,-0.242,0.949,0.346,0.006,-1.307,-2.129,-0.332,,0.569,0.001,0.116,0.022,0.131,-40.811,-17.390,2.572,10.967,10.967,7573.01,,0.007,0.048,7.842,0.008,0.008,0.018,0.000,0.000,0.000,-0.068,0.861,,,LODE,20575030
147183,12840,2020-12-31,2021-09-30,2022-01-31,-29.491,0.569,-36.918,-50.690,-50.690,-52.500,-52.500,183.882,-15.130,0.000,-21.146,-7.462,-8.795,-7.462,-21.146,-19.490,-0.065,-0.220,-0.088,0.000,-0.220,-0.214,-0.220,-0.109,-0.101,-0.052,0.999,0.001,0.014,0.001,5.443,0.280,0.890,0.000,0.334,0.013,-0.242,0.949,0.346,0.006,-1.307,-2.129,-0.332,,0.569,0.001,0.116,0.022,0.131,-40.811,-17.390,2.572,10.967,10.967,7573.01,,0.007,0.048,7.842,0.008,0.008,0.018,0.000,0.000,0.000,-0.068,0.981,,,LODE,20575030
147183,12840,2021-12-31,2021-12-31,2022-02-28,-14.223,1.018,-19.651,-3.842,-3.842,-2.980,-2.980,110.596,-12.725,,-28.520,-6.232,-7.432,0.684,-35.188,-27.252,-0.063,-0.405,-0.090,,-0.405,-0.767,-0.405,-0.223,-0.149,0.005,0.919,0.046,0.180,0.048,0.074,0.016,0.201,0.000,0.426,0.138,-3.272,0.742,0.704,0.133,-0.225,-0.313,-0.220,,0.936,0.051,0.268,0.169,0.379,-144.47,-37.905,0.286,0.578,0.578,2166.47,,0.010,0.130,0.574,0.009,0.010,,0.481,0.000,0.000,-0.201,1.064,,,LODE,20575030
147183,12840,2021-12-31,2021-12-31,2022-03-31,-16.269,1.018,-19.651,-4.395,-4.395,-3.408,-3.408,126.503,-14.555,,-28.520,-6.232,-7.432,0.684,-35.188,-27.252,-0.063,-0.405,-0.090,,-0.405,-0.767,-0.405,-0.223,-0.149,0.005,0.919,0.046,0.180,0.048,0.074,0.016,0.201,0.000,0.426,0.138,-3.272,0.742,0.704,0.133,-0.225,-0.313,-0.220,,0.936,0.051,0.268,0.169,0.379,-144.47,-37.905,0.286,0.578,0.578,2166.47,,0.010,0.130,0.574,0.009,0.010,,0.481,0.000,0.000,-0.201,1.217,,,LODE,20575030
147183,12840,2021-12-31,2021-12-31,2022-04-30,-12.021,1.018,-19.651,-3.132,-3.132,-2.429,-2.429,93.472,-10.754,,-28.520,-6.232,-7.432,0.684,-35.188,-27.252,-0.063,-0.405,-0.090,,-0.405,-0.767,-0.405,-0.223,-0.149,0.005,0.919,0.046,0.180,0.048,0.074,0.016,0.201,0.000,0.426,0.138,-3.272,0.742,0.704,0.133,-0.225,-0.313,-0.220,,0.936,0.051,0.268,0.169,0.379,-144.47,-37.905,0.286,0.578,0.578,2166.47,,0.010,0.130,0.574,0.009,0.010,,0.481,0.000,0.000,-0.201,0.900,,,LODE,20575030
147183,12840,2021-12-31,2022-03-31,2022-05-31,-10.267,0.723,-15.301,-14.992,-14.992,-11.412,-11.412,61.612,-5.847,,-45.105,-10.766,-12.893,-10.766,-51.921,-43.199,-0.098,-0.487,-0.132,,-0.487,-0.473,-0.487,-0.257,-0.218,-0.088,0.954,0.026,0.100,0.027,0.152,0.040,0.255,0.000,0.383,0.083,-0.944,0.739,0.619,0.110,-0.720,-0.705,-0.220,,0.736,0.027,0.197,0.104,0.250,-111.18,-32.066,0.412,1.801,1.801,3728.07,,0.008,0.097,11.370,0.010,0.010,0.084,1.855,0.000,0.000,-0.302,0.685,,,LODE,20575030
147183,12840,2021-12-31,2022-03-31,2022-06-30,-8.325,0.723,-15.301,-12.157,-12.157,-9.254,-9.254,49.960,-4.741,,-45.105,-10.766,-12.893,-10.766,-51.921,-43.199,-0.098,-0.487,-0.132,,-0.487,-0.473,-0.487,-0.257,-0.218,-0.088,0.954,0.026,0.100,0.027,0.152,0.040,0.255,0.000,0.383,0.083,-0.944,0.739,0.619,0.110,-0.720,-0.705,-0.220,,0.736,0.027,0.197,0.104,0.250,-111.18,-32.066,0.412,1.801,1.801,3728.07,,0.008,0.097,11.370,0.010,0.010,0.084,1.855,0.000,0.000,-0.302,0.555,,,LODE,20575030
147183,12840,2021-12-31,2022-03-31,2022-07-31,-8.191,0.723,-15.301,-11.961,-11.961,-9.104,-9.104,49.154,-4.665,,-45.105,-10.766,-12.893,-10.766,-51.921,-43.199,-0.098,-0.487,-0.132,,-0.487,-0.473,-0.487,-0.257,-0.218,-0.088,0.954,0.026,0.100,0.027,0.152,0.040,0.255,0.000,0.383,0.083,-0.944,0.739,0.619,0.110,-0.720,-0.705,-0.220,,0.736,0.027,0.197,0.104,0.250,-111.18,-32.066,0.412,1.801,1.801,3728.07,,0.008,0.097,11.370,0.010,0.010,0.084,1.855,0.000,0.000,-0.302,0.546,,,LODE,20575030
147183,12840,2021-12-31,2022-06-30,2022-08-31,-6.513,1.574,-9.215,-9.912,-9.912,-7.875,-7.875,52.210,-3.810,,-53.744,-14.627,-17.676,-14.627,-60.942,-51.409,-0.119,-0.555,-0.165,,-0.555,-0.527,-0.555,-0.394,-0.295,-0.109,0.933,0.038,0.148,0.039,0.192,0.049,0.160,0.000,0.400,0.115,-1.058,0.744,0.680,0.115,-0.626,-0.586,-0.220,,0.802,0.041,0.255,0.147,0.353,-69.493,-23.185,0.235,0.870,0.870,2938.91,,0.007,0.123,11.665,0.010,0.010,,4.833,0.000,0.000,-0.319,0.628,-0.021,,LODE,20575030
147183,12840,2021-12-31,2022-06-30,2022-09-30,-4.758,1.574,-9.215,-7.241,-7.241,-5.753,-5.753,38.143,-2.784,,-53.744,-14.627,-17.676,-14.627,-60.942,-51.409,-0.119,-0.555,-0.165,,-0.555,-0.527,-0.555,-0.394,-0.295,-0.109,0.933,0.038,0.148,0.039,0.192,0.049,0.160,0.000,0.400,0.115,-1.058,0.744,0.680,0.115,-0.626,-0.586,-0.220,,0.802,0.041,0.255,0.147,0.353,-69.493,-23.185,0.235,0.870,0.870,2938.91,,0.007,0.123,11.665,0.010,0.010,,4.833,0.000,0.000,-0.319,0.459,-0.015,,LODE,20575030
147183,12840,2021-12-31,2022-06-30,2022-10-31,-4.871,1.574,-9.215,-7.414,-7.414,-5.890,-5.890,39.051,-2.850,,-53.744,-14.627,-17.676,-14.627,-60.942,-51.409,-0.119,-0.555,-0.165,,-0.555,-0.527,-0.555,-0.394,-0.295,-0.109,0.933,0.038,0.148,0.039,0.192,0.049,0.160,0.000,0.400,0.115,-1.058,0.744,0.680,0.115,-0.626,-0.586,-0.220,,0.802,0.041,0.255,0.147,0.353,-69.493,-23.185,0.235,0.870,0.870,2938.91,,0.007,0.123,11.665,0.010,0.010,,4.833,0.000,0.000,-0.319,0.470,-0.016,,LODE,20575030
147183,12840,2021-12-31,2022-09-30,2022-11-30,-3.582,2.103,-6.044,-7.186,-7.186,-5.679,-5.679,55.801,-2.039,,-77.770,-26.481,-32.387,-26.481,-89.610,-73.652,-0.123,-0.500,-0.180,,-0.500,-0.463,-0.500,-0.509,-0.321,-0.121,0.908,0.052,0.212,0.054,0.223,0.054,0.103,0.000,0.480,0.152,-1.260,0.756,0.715,0.116,-0.526,-0.544,-0.220,,0.835,0.057,0.321,0.197,0.493,-41.916,-17.872,0.144,0.396,0.396,3466.11,,0.005,0.105,16.054,0.006,0.007,,10.166,0.000,0.000,-0.234,0.432,,,LODE,20575030
147183,12840,2021-12-31,2022-09-30,2022-12-31,-2.944,2.103,-6.044,-5.612,-5.612,-4.435,-4.435,45.853,-1.675,,-77.770,-26.481,-32.387,-26.481,-89.610,-73.652,-0.123,-0.500,-0.180,,-0.500,-0.463,-0.500,-0.509,-0.321,-0.121,0.908,0.052,0.212,0.054,0.223,0.054,0.103,0.000,0.480,0.152,-1.260,0.756,0.715,0.116,-0.526,-0.544,-0.220,,0.835,0.057,0.321,0.197,0.493,-41.916,-17.872,0.144,0.396,0.396,3466.11,,0.005,0.105,16.054,0.006,0.007,,10.166,0.000,0.000,-0.234,0.355,,,LODE,20575030
